CAND_ID,CAND_F_NAME,CAND_L_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,,
H0CA12111, AGATHA,BACELAR,C,1,DEM,9317.70,0.00,0.00,0.00,0.00,9317.70,0.00,5805.00,72.90,0.00,0.00,21877.90,3439.80,CA,12.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA05035, NANCY,PELOSI,I,1,DEM,1329266.09,676100.00,879913.69,0.00,1004817.82,1454170.22,0.00,0.00,0.00,0.00,0.00,0.00,407801.07,CA,12.00,,,,,,241891.13,0,3/31/2019,1485.2,0,,
H8CA12239, STEPHEN R,JAFFE,C,1,DEM,287.00,0.00,260.48,0.00,137.70,164.22,0.00,0.00,0.00,0.00,0.00,33843.27,0.00,CA,12.00,,,,,,287.00,0,3/31/2019,0,0,,
H8CA12262, SHAHID,BUTTAR,,1,DEM,18859.19,0.00,12825.28,0.00,8.07,6041.98,0.00,2800.00,0.00,0.00,0.00,7237.05,15857.00,CA,12.00,,,,,,0.00,0,3/31/2019,0,0,,
H0CA08069, JOHN,DENNIS,C,2,REP,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,12.00,,,,,,100.00,0,3/31/2019,0,0,,
H8CA09060, BARBARA,LEE,I,1,DEM,137821.46,0.00,133361.70,0.00,132303.44,136763.20,0.00,0.00,0.00,0.00,0.00,4401.75,86240.33,CA,13.00,,,,,,46500.00,0,3/31/2019,0,0,,
H8CA12171, JACKIE,SPEIER,I,1,DEM,116750.21,0.00,197524.02,0.00,1756436.46,1675662.65,0.00,0.00,0.00,0.00,0.00,6356.70,104213.89,CA,14.00,,,,,,10500.00,0,3/31/2019,0,0,,
H0CA15171, S JOSEPH,SIMITIAN,,1,DEM,499.63,0.00,562.09,0.00,444494.79,444432.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,15.00,,,,,,0.00,0,3/31/2019,0,0,,
H2CA15094, ERIC MICHAEL,SWALWELL,I,1,DEM,1122681.13,0.00,1149914.98,700000.00,1672993.90,1645760.05,0.00,0.00,0.00,0.00,0.00,0.00,928840.97,CA,15.00,,,,,,189650.00,0,3/31/2019,6600,2000,,
H4CA20082, JIM,COSTA,I,1,DEM,106134.78,0.00,95225.61,0.00,109890.31,120799.48,0.00,0.00,0.00,0.00,0.00,3940.44,49800.00,CA,16.00,,,,,,53809.60,0,3/31/2019,250,0,,
H2CA16100, JOHNNY,TACHERRA,C,2,REP,0.00,0.00,45.94,0.00,45.94,0.00,0.00,0.00,0.00,45.94,0.00,58772.54,0.00,CA,16.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA16065, ELIZABETH,HENG,C,3,UNK,14917.25,0.00,20000.00,0.00,6384.44,1301.69,0.00,0.00,0.00,0.00,0.00,15000.00,500.00,CA,16.00,,,,,,0.00,0,3/31/2019,0,0,,
H0CA15148, MIKE,HONDA,I,1,DEM,0.00,0.00,3481.35,0.00,22358.15,18876.80,0.00,0.00,0.00,0.00,0.00,113781.73,0.00,CA,17.00,,,,,,0.00,0,3/31/2019,0,0,,
H4CA12055, ROHIT,KHANNA,I,1,DEM,642013.94,0.00,255042.72,0.00,878603.52,1265574.74,0.00,0.00,0.00,0.00,0.00,89348.30,640488.61,CA,17.00,,,,,,0.00,0,3/31/2019,14487.5,0,,
H0CA18068, RISHI,KUMAR,C,1,DEM,94578.00,0.00,4458.18,0.00,0.00,90119.82,0.00,0.00,0.00,0.00,0.00,0.00,94578.00,CA,18.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA12098, ANNA G,ESHOO,I,1,DEM,182407.15,0.00,149791.26,0.00,497047.57,529663.46,0.00,0.00,0.00,0.00,0.00,2764.73,90753.00,CA,18.00,,,,,,91640.00,0,3/31/2019,0,0,,
H4CA16049, ZOE,LOFGREN,I,1,DEM,274021.89,101400.04,157692.48,0.00,1136681.80,1253011.21,0.00,0.00,0.00,0.00,0.00,46716.60,78263.00,CA,19.00,,,,,,71750.00,0,3/31/2019,0,0,,
H8CA19051, JUSTIN,AGUILERA,C,2,REP,0.00,0.00,3474.94,0.00,3870.70,395.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,19.00,,,,,,0.00,0,3/31/2019,0,0,,
H6CA20152, JIMMY,PANETTA,I,1,DEM,167126.00,0.00,199926.44,0.00,758133.68,725333.24,0.00,0.00,0.00,0.00,0.00,0.00,68126.00,CA,20.00,,,,,,99000.00,0,3/31/2019,0,0,,
H6CA21176, ERNEST STEVEN,HAZE,C,1,DEM,0.00,0.00,45.00,0.00,5819.65,5774.65,0.00,0.00,0.00,0.00,0.00,154460.00,0.00,CA,20.00,,,,,,0.00,0,3/31/2019,0,0,,
H6CA21218, EMILIO J. MR.,HUERTA,C,1,DEM,14.18,0.00,1200.00,0.00,56683.56,55497.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,21.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA10167, TERRANCE JOHN (TJ),COX,I,1,DEM,306431.45,0.00,58315.61,0.00,54791.11,302906.95,0.00,0.00,0.00,0.00,0.00,238500.00,174260.90,CA,21.00,,,,,,131000.00,0,3/31/2019,657.64,0,,
H2CA20094, DAVID,VALADAO,I,2,REP,5826.53,5695.53,14160.38,0.00,78918.09,70584.24,0.00,0.00,0.00,0.00,0.00,0.00,2.00,CA,21.00,,,,,,0.00,0,3/31/2019,0,0,,
H2CA22140, OTTO,LEE,C,1,DEM,0.00,0.00,0.00,0.00,25297.00,25297.00,0.00,0.00,0.00,0.00,0.00,25297.00,0.00,CA,22.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA22139, ANDREW,JANZ,C,1,DEM,21373.72,145.78,21513.45,0.00,22047.31,21907.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,22.00,,,,,,0.00,0,3/31/2019,5063.5,0,,
H8CA22147, RICARDO JOSE,FRANCO,C,1,DEM,0.00,0.00,391.23,0.00,2115.71,1724.48,0.00,0.00,0.00,0.00,0.00,24874.81,0.00,CA,22.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA20059, DEVIN G.,NUNES,I,2,REP,1216815.46,101818.60,539550.08,25000.00,4238627.49,4915892.87,0.00,0.00,0.00,0.00,0.00,0.00,995146.33,CA,22.00,,,,,,119000.00,0,3/31/2019,0,0,,
H8CA23103, TATIANA,MATTA,C,1,DEM,0.00,0.00,2791.52,0.00,9679.28,6887.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,23.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA23111, KURTIS,WILSON,C,1,DEM,0.00,0.00,0.00,0.00,200.96,200.96,0.00,0.00,0.00,0.00,0.00,3212.73,0.00,CA,23.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA23129, MARY,BARRO,C,1,DEM,0.00,0.00,0.00,0.00,70.57,70.57,0.00,0.00,0.00,0.00,0.00,4975.48,0.00,CA,23.00,,,,,,0.00,0,3/31/2019,0,0,,
H6CA22125, KEVIN,MCCARTHY,I,2,REP,2246884.23,1664476.93,688984.81,1596.49,1287072.18,2844971.60,0.00,0.00,0.00,0.00,0.00,10000.00,261775.08,CA,23.00,,,,,,314500.00,0,3/31/2019,2318,0,,
H6CA24303, SALUD O.,CARBAJAL,I,1,DEM,447530.52,0.00,94375.56,0.00,734490.35,1087645.31,0.00,0.00,0.00,0.00,0.00,0.00,406265.63,CA,24.00,,,,,,41000.00,0,3/31/2019,8100,0,,
H4CA24142, JUSTIN,FAREED,C,2,REP,0.00,0.00,742.00,0.00,3847.18,3105.18,0.00,0.00,0.00,0.00,0.00,38354.24,0.00,CA,24.00,,,,,,0.00,0,3/31/2019,700,0,,
H6CA21028, ELTON,GALLEGLY,C,2,REP,372.92,0.00,4356.57,0.00,122269.26,118285.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,24.00,,,,,,0.00,0,3/31/2019,0,0,,
H6CA24279, MICHAEL,TENENBAUM,C,2,REP,0.00,0.00,0.00,0.00,4953.25,4953.25,0.00,0.00,0.00,0.00,0.00,64262.18,0.00,CA,24.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA24150, MICHAEL,WOODY,C,2,REP,0.00,0.00,396.72,0.00,6017.97,5621.25,0.00,0.00,0.00,0.00,0.00,90500.00,0.00,CA,24.00,,,,,,0.00,0,3/31/2019,0,0,,
H6CA25177, BRYAN,CAFORIO,C,1,DEM,0.00,0.00,0.00,0.00,75.76,75.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,25.00,,,,,,0.00,0,2/7/2019,0,0,,
H8CA25074, KATHERINE LAUREN,HILL,I,1,DEM,607751.75,583.75,82122.04,0.00,64582.21,590211.92,0.00,0.00,0.00,0.00,0.00,0.00,478918.29,CA,25.00,,,,,,126500.00,0,3/31/2019,7246.32,2500,,
H8CA25082, JESS,PHOENIX,C,1,DEM,0.00,0.00,978.58,0.00,38.62,-939.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,25.00,,,,,,0.00,0,1/21/2019,0,0,,
H8CA25124, MIKE,MASTERMAN-SMITH,C,1,DEM,0.00,0.00,0.00,0.00,5028.95,5028.95,0.00,0.00,0.00,0.00,0.00,6356.50,0.00,CA,25.00,,,,,,0.00,0,1/31/2019,0,0,,
H2CA25036," HOWARD P ""BUCK""",MCKEON,C,2,REP,0.00,0.00,23200.00,0.00,51438.03,28238.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,25.00,,,,,,0.00,0,3/31/2019,0,0,,
H2CA26109, ANTHONY A,STRICKLAND,O,2,REP,0.00,0.00,0.00,0.00,508.61,508.61,0.00,0.00,0.00,0.00,0.00,47950.58,0.00,CA,25.00,,,,,,0.00,0,3/31/2019,0,0,,
H4CA25123, STEVE,KNIGHT,I,2,REP,5049.66,2948.28,11330.18,0.00,28063.83,21783.31,0.00,0.00,0.00,0.00,0.00,0.00,140.00,CA,25.00,,,,,,0.00,0,3/31/2019,0,0,,
H2CA00120, JULIA,BROWNLEY,I,1,DEM,264111.05,0.00,133977.36,0.00,2451412.40,2581546.09,0.00,0.00,0.00,0.00,0.00,0.00,147079.59,CA,26.00,,,,,,100250.00,0,3/31/2019,1091,1000,,
H4CA26147, JEFF,GORELL,C,2,REP,0.00,0.00,3463.79,0.00,10986.86,7523.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,26.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA26122, JEFFREY DAVID MAJ (RET),BURUM,C,2,REP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,26.00,,,,,,0.00,0,1/15/2019,0,0,,
H0CA32101, JUDY,CHU,I,1,DEM,55628.00,0.00,124393.53,0.00,2524361.46,2455595.93,0.00,0.00,0.00,0.00,0.00,7.96,21128.00,CA,27.00,,,,,,34500.00,0,3/31/2019,0,0,,
H8CA27112, BRYAN,WITT,C,1,DEM,0.00,0.00,0.00,0.00,2219.18,2219.18,0.00,0.00,0.00,0.00,0.00,28500.00,0.00,CA,27.00,,,,,,0.00,0,3/31/2019,0,0,,
H0CA27085, ADAM,SCHIFF,I,1,DEM,1874781.00,285764.29,1047374.31,0.00,4714580.20,5541986.89,0.00,0.00,0.00,0.00,0.00,0.00,1542148.55,CA,28.00,,,,,,31000.00,0,3/31/2019,6549,0,,
H8CA28185, JOHNNY,NALBANDIAN,C,2,REP,4000.00,0.00,3993.38,0.00,37.44,44.06,0.00,4000.00,0.00,0.00,0.00,16068.50,0.00,CA,28.00,,,,,,0.00,0,3/31/2019,0,0,,
H4CA28077, STEVE,STOKES,C,3,IND,51.88,0.00,153.32,0.00,135.39,33.95,0.00,0.00,0.00,0.00,0.00,0.00,51.88,CA,28.00,,,,,,0.00,0,2/14/2019,0,0,,
H0CA00082, ANTHONY,PORTANTINO,C,1,DEM,1096.56,0.00,50.00,0.00,170727.11,171773.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,29.00,,,,,,0.00,0,3/31/2019,0,0,,
H2CA28113, TONY,CARDENAS,I,1,DEM,125412.70,0.00,106843.24,0.00,323679.71,342249.17,0.00,0.00,0.00,0.00,0.00,0.00,61912.70,CA,29.00,,,,,,63500.00,0,3/31/2019,1500,0,,
H2CA28097, DAVID RAYMOND,HERNANDEZ,C,2,REP,0.00,0.00,0.00,0.00,1994.00,1994.00,0.00,0.00,0.00,0.00,0.00,12713.00,0.00,CA,29.00,,,,,,0.00,0,3/31/2019,0,0,,
H4CA30123, AEJAZ (RAJI),RAB,C,1,DEM,0.00,0.00,1575.00,0.00,5863.92,4288.92,0.00,0.00,0.00,0.00,0.00,127611.25,0.00,CA,30.00,,,,,,0.00,0,3/31/2019,0,0,,
H6CA24113, BRAD,SHERMAN,I,1,DEM,60538.73,0.00,105121.02,0.00,2223073.07,2178490.78,0.00,0.00,0.00,0.00,0.00,6482.11,15081.00,CA,30.00,,,,,,41500.00,0,3/31/2019,170,0,,
H4CA30081, PABLO,KLEINMAN,C,2,REP,0.00,0.00,0.00,0.00,7.00,7.00,0.00,0.00,0.00,0.00,0.00,66030.72,0.00,CA,30.00,,,,,,0.00,0,3/31/2019,0,0,,
H2CA31125, PETE,AGUILAR,I,1,DEM,388237.47,0.00,162935.00,0.00,1225280.64,1450583.11,0.00,0.00,0.00,0.00,0.00,0.00,219145.98,CA,31.00,,,,,,156400.00,0,3/31/2019,2205,0,,
H4CA31055, ELOISE GOMEZ,REYES,O,1,DEM,0.00,0.00,0.00,0.00,1436.41,1436.41,0.00,0.00,0.00,0.00,0.00,119061.15,0.00,CA,31.00,,,,,,0.00,0,3/31/2019,0,0,,
H6CA42099, JOE,BACA,O,1,DEM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,31.00,,,,,,0.00,0,3/31/2019,0,0,,
H4CA31071, PAUL R DR.,CHABOT,C,2,REP,0.00,0.00,0.00,0.00,216.08,216.08,0.00,0.00,0.00,0.00,0.00,72507.88,0.00,CA,31.00,,,,,,0.00,0,3/31/2019,0,0,,
H6CA31134, SEAN,FLYNN,C,2,REP,65000.00,0.00,63169.81,0.00,1446.66,3276.85,65000.00,0.00,0.00,0.00,0.00,727818.60,0.00,CA,31.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA41063, GARY G,MILLER,C,2,REP,218.10,0.00,2516.27,0.00,268428.24,266130.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,31.00,,,,,,0.00,0,3/31/2019,0,0,,
H0CA31087, HILDA,SOLIS,I,1,DEM,0.00,0.00,120.00,0.00,146813.70,146693.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,32.00,,,,,,0.00,0,3/31/2019,0,0,,
H0CA32333, EMANUEL LAWRENCE MR,GONZALES,C,1,DEM,405.00,0.00,20.20,0.00,234.29,619.09,0.00,0.00,0.00,0.00,0.00,0.00,405.00,CA,32.00,,,,,,0.00,0,3/31/2019,0,0,,
H6CA32132, ROGER,HERNANDEZ,C,1,DEM,0.00,0.00,50.00,0.00,228.21,178.21,0.00,0.00,0.00,0.00,0.00,17000.00,0.00,CA,32.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA32062, MARY ANN,LUTZ,C,1,DEM,270.00,0.00,520.43,0.00,119751.70,119501.27,0.00,0.00,0.00,0.00,0.00,75000.00,270.00,CA,32.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA32070, ANDRE,QUINTERO,C,1,DEM,0.00,0.00,3537.20,0.00,95678.51,92141.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,32.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA34068, GRACE,NAPOLITANO,I,1,DEM,54272.48,0.00,9193.68,0.00,305950.69,351029.49,0.00,0.00,0.00,0.00,0.00,0.00,5900.00,CA,32.00,,,,,,42500.00,0,3/31/2019,0,0,,
H8CA32088, JOSHUA,SCOTT,C,2,REP,0.00,0.00,0.00,0.00,828.81,828.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,32.00,,,,,,0.00,0,3/31/2019,0,0,,
H4CA33119, TED,LIEU,I,1,DEM,182271.94,0.00,244810.35,0.00,1865000.99,1802462.58,0.00,0.00,0.00,0.00,0.00,759.00,121013.69,CA,33.00,,,,,,60000.00,0,3/31/2019,100,0,,
H4CA33168, MATTHEW LOUIS,MILLER,O,1,DEM,0.00,0.00,0.00,0.00,9624.18,9624.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,33.00,,,,,,0.00,0,3/31/2019,0,0,,
H6CA24048, HENRY A,WAXMAN,C,1,DEM,0.00,0.00,4005.00,0.00,125921.06,121916.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,33.00,,,,,,0.00,0,3/31/2019,0,0,,
H4CA33135, ELAN S.,CARR,O,2,REP,0.00,0.00,0.00,0.00,61.53,61.53,0.00,0.00,0.00,0.00,0.00,11284.82,0.00,CA,33.00,,,,,,0.00,0,3/31/2019,0,0,,
H6CA33106, KENNETH,WRIGHT,C,2,REP,0.00,0.00,690.00,0.00,9163.82,8473.82,0.00,0.00,0.00,0.00,0.00,53750.00,0.00,CA,33.00,,,,,,0.00,0,3/31/2019,0,0,,
H2CA30143, XAVIER,BECERRA,I,1,DEM,5607.58,0.00,1131.00,0.00,1417059.60,1421536.18,0.00,0.00,0.00,0.00,0.00,1228.90,0.00,CA,34.00,,,,,,0.00,0,3/31/2019,0,0,,
H6CA34229, ADRIENNE,EDWARDS,O,1,DEM,0.00,0.00,0.00,0.00,18.20,18.20,0.00,0.00,0.00,0.00,0.00,4665.00,0.00,CA,34.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA34134, ARTURO,CARMONA,O,1,DEM,0.00,0.00,0.00,0.00,1285.31,1285.31,0.00,0.00,0.00,0.00,0.00,45864.36,0.00,CA,34.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA34142, SARA,HERNANDEZ,O,1,DEM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26586.61,0.00,CA,34.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA34183, MARIA,CABILDO,O,1,DEM,0.00,0.00,2310.00,0.00,5019.29,2709.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,34.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA34191, SANDRA,MENDOZA,C,1,DEM,840.12,0.00,845.50,0.00,5.38,0.00,0.00,0.00,0.00,0.00,0.00,9050.00,640.12,CA,34.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA34258, ROBERT LEE,AHN,O,1,DEM,0.00,0.00,0.00,0.00,66.05,66.05,0.00,0.00,0.00,0.00,0.00,533998.24,0.00,CA,34.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA34266, JIMMY,GOMEZ,I,1,DEM,126568.17,0.00,36586.91,0.00,356665.18,446646.44,0.00,0.00,0.00,0.00,0.00,28400.77,46646.17,CA,34.00,,,,,,79922.00,0,3/31/2019,150,0,,
H6CA34237, KENNETH,MEJIA,C,3,GRE,0.00,0.00,11989.58,0.00,25199.81,13210.23,0.00,0.00,0.00,0.00,0.00,6536.37,0.00,CA,34.00,,,,,,0.00,0,3/31/2019,0,0,,
H4CA35031, NORMA,TORRES,I,1,DEM,38901.23,0.00,38575.70,0.00,217525.06,217850.59,0.00,0.00,0.00,0.00,0.00,2353.66,11943.51,CA,35.00,,,,,,26000.00,0,3/31/2019,0,0,,
H6CA31142, JOE,BACA,C,1,DEM,0.00,0.00,0.00,0.00,2466.85,2466.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,35.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA35115, CHRISTIAN,VALIENTE,C,2,REP,0.00,0.00,48.00,0.00,-1124.77,-1172.77,0.00,0.00,0.00,0.00,0.00,2104.00,0.00,CA,35.00,,,,,,0.00,0,3/31/2019,0,0,,
H2CA36439, RAUL DR,RUIZ,I,1,DEM,338043.18,0.00,137812.86,0.00,1645990.78,1846221.10,0.00,0.00,0.00,0.00,0.00,0.00,219631.14,CA,36.00,,,,,,118000.00,0,3/31/2019,9761,0,,
H8CA36162, DAN,BALL,C,2,REP,0.00,0.00,0.00,0.00,1951.90,1951.90,0.00,0.00,0.00,0.00,0.00,3792.44,0.00,CA,36.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA36170, KIMBERLIN BROWN,PELZER,C,2,REP,1953.00,0.00,1530.03,0.00,2285.42,2708.39,0.00,0.00,0.00,0.00,0.00,2279.64,0.00,CA,36.00,,,,,,500.00,0,3/31/2019,0,0,,
H0CA33117, KAREN,BASS,I,1,DEM,267341.51,0.00,70416.73,0.00,312339.37,509264.15,0.00,0.00,0.00,0.00,0.00,0.00,157341.51,CA,37.00,,,,,,110000.00,0,3/31/2019,0,0,,
H8CA37293, RON,BASSILIAN,C,2,REP,0.00,0.00,0.00,0.00,239.58,239.58,0.00,0.00,0.00,0.00,0.00,3750.00,0.00,CA,37.00,,,,,,0.00,0,1/30/2019,0,0,,
H2CA39078, LINDA,SANCHEZ,I,1,DEM,97870.32,0.00,136271.96,0.00,735140.15,696738.51,0.00,0.00,0.00,0.00,0.00,0.00,22920.32,CA,38.00,,,,,,74500.00,0,3/31/2019,0,7000,,
H2CA39136, JAY,CHEN,C,1,DEM,0.00,0.00,990.00,0.00,74715.55,73725.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,39.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA39133, PHIL ANDREW DR.,JANOWICZ,O,1,DEM,177769.45,0.00,180801.91,0.00,3032.46,0.00,177816.95,0.00,0.00,180612.88,0.00,0.00,-47.50,CA,39.00,,,,,,0.00,0,1/28/2019,0,0,,
H8CA39158, MAI-KHANH,TRAN,O,1,DEM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,39.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA39166, SAMIR,JAMMAL,O,1,DEM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,39.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA39174, GILBERT,CISNEROS,I,1,DEM,260543.55,6555.79,127660.51,0.00,81438.82,214321.86,0.00,0.00,0.00,0.00,0.00,585570.34,148853.17,CA,39.00,,,,,,98550.00,0,3/31/2019,143.38,0,,
H8CA39182, ANDY,THORBURN,O,1,DEM,0.00,0.00,37.89,0.00,37.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,39.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA39299, HERBERT,LEE,O,1,DEM,0.00,0.00,150.00,0.00,6988.73,6838.73,0.00,0.00,0.00,0.00,0.00,1064246.19,0.00,CA,39.00,,,,,,0.00,0,3/31/2019,0,0,,
H2CA46123, JOHN J,CULLUM,O,2,REP,0.00,0.00,0.00,0.00,10.05,10.05,0.00,0.00,0.00,0.00,0.00,5361.57,0.00,CA,39.00,,,,,,0.00,0,3/31/2019,0,0,,
H6CA39020, ED MR.,ROYCE,I,2,REP,6.96,0.00,106064.59,0.00,2171353.43,2065295.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,39.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA39232, SHAWN,NELSON,O,2,REP,0.00,0.00,600.00,0.00,9005.42,8405.42,0.00,0.00,0.00,0.00,0.00,16144.89,0.00,CA,39.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA39240, YOUNG,KIM,,2,REP,8068.74,0.00,11295.76,0.00,5334.14,2107.12,0.00,0.00,0.00,0.00,0.00,1982.24,7430.00,CA,39.00,,,,,,0.00,0,3/31/2019,0,0,,
H2CA33048, LUCILLE,ROYBAL-ALLARD,I,1,DEM,85120.09,0.00,31147.48,0.00,40131.14,94103.75,0.00,0.00,0.00,0.00,0.00,0.00,51703.00,CA,40.00,,,,,,32000.00,0,3/31/2019,0,0,,
H8CA40206, RODOLFO,CORTES BARRAGAN,C,3,GRE,50.00,0.00,62.00,0.00,112.08,100.08,0.00,0.00,0.00,0.00,0.00,0.00,50.00,CA,40.00,,,,,,0.00,0,3/31/2019,0,0,,
H0CA40104, JUAN LUIS,RIVERA,C,3,LIB,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,40.00,,,,,,0.00,0,3/31/2019,0,0,,
H2CA43245, MARK,TAKANO,I,1,DEM,128886.16,0.00,71986.18,0.00,93002.94,149902.92,0.00,0.00,0.00,0.00,0.00,0.00,98886.16,CA,41.00,,,,,,30000.00,0,3/31/2019,9,0,,
H6CA41182, DOUG,SHEPHERD,C,2,REP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,176333.77,0.00,CA,41.00,,,,,,0.00,0,3/31/2019,0,0,,
H8CA41170, AJA,SMITH,C,2,REP,0.00,0.00,332.72,0.00,332.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,41.00,,,,,,0.00,0,3/6/2019,0,0,,
H0CA42217, WILLIAM EDWARD DR IV,O'MARA,C,1,DEM,9010.50,0.00,526.03,0.00,0.00,8484.47,77.50,8000.00,0.00,0.00,0.00,8000.00,933.00,CA,42.00,,,,,,0.00,0,3/31/2019,0,0,,
H4CA42086, TIMOTHY J,SHERIDAN,C,1,DEM,0.00,0.00,22704.72,0.00,22704.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CA,42.00,,,,,,0.00,0,1/29/2019,0,0,,
H8CA42228, JULIA C.,PEACOCK,C,1,DEM,16095.87,0.00,19321.04,0.00,9480.05,6254.88,0.00,0.00,0.00,0.00,0.00,1950.00,13521.87,CA,42.00,,,,,,0.00,0,3/31/2019,56,0,,
H2CA37023, KEN,CALVERT,I,2,REP,195004.62,0.00,139342.98,0.00,517900.03,573561.67,0.00,0.00,0.00,0.00,0.00,2370.50,102635.97,CA,42.00,,,,,,92000.00,0,3/31/2019,0,0,,
H4CA23011, MAXINE,WATERS,I,1,DEM,228328.57,0.00,130943.00,0.00,395532.69,492918.26,0.00,0.00,0.00,0.00,0.00,182383.89,38328.57,CA,43.00,,,,,,172000.00,0,3/31/2019,0,0,,
H6CA44145, OMAR,NAVARRO,C,2,REP,82298.82,0.00,149561.36,0.00,127836.49,60573.95,0.00,0.00,0.00,0.00,0.00,7542.54,81298.82,CA,43.00,,,,,,0.00,0,3/31/2019,192,0,,
H2CA35100, ISADORE III,HALL,C,1,DEM,0.00,0.00,0.00,0.00,427.49,427.49,0.00,0.00,0.00,0.00,0.00,502635.25,0.00,CA,44.00,,,,,,0.00,0,3/31/2019,0,0,,
H6CA44103, NANETTE,BARRAGAN,I,1,DEM,180491.88,0.00,32809.73,0.00,590865.65,738547.80,0.00,0.00,0.00,0.00,0.00,0.00,119701.42,CA,44.00,,,,,,60500.00,0,3/31/2019,40,0,,
